Index of Commit,SubIndex of Commit,Size,Path
83,6,2167,DESCRIPTION
83,7,42,LICENSE
83,8,1090,LICENSE.md
83,9,6848,NAMESPACE
83,10,57781,NEWS.md
83,12,5016,README.md
83,18,326,plotly.Rproj
84,0,299,.Rbuildignore
84,2,238,.gitignore
84,3,1356,.travis.yml
84,4,1387,CONDUCT.md
84,5,2534,CONTRIBUTING.md
84,6,2167,DESCRIPTION
84,7,42,LICENSE
84,8,1090,LICENSE.md
84,9,6848,NAMESPACE
84,10,57564,NEWS.md
84,12,5016,README.md
84,18,326,plotly.Rproj
85,0,299,.Rbuildignore
85,2,238,.gitignore
85,3,1356,.travis.yml
85,4,1387,CONDUCT.md
85,5,2534,CONTRIBUTING.md
85,6,2127,DESCRIPTION
85,7,42,LICENSE
85,8,1090,LICENSE.md
85,9,6848,NAMESPACE
85,10,57564,NEWS.md
85,12,5016,README.md
85,18,326,plotly.Rproj
86,0,299,.Rbuildignore
86,2,238,.gitignore
86,3,1356,.travis.yml
86,4,1387,CONDUCT.md
86,5,2534,CONTRIBUTING.md
86,6,2127,DESCRIPTION
86,7,42,LICENSE
86,8,1090,LICENSE.md
86,9,6848,NAMESPACE
86,10,57429,NEWS.md
86,12,5016,README.md
86,18,326,plotly.Rproj
87,0,299,.Rbuildignore
87,2,238,.gitignore
87,3,1356,.travis.yml
87,4,1387,CONDUCT.md
87,5,2534,CONTRIBUTING.md
87,6,2127,DESCRIPTION
87,7,42,LICENSE
87,8,1090,LICENSE.md
87,9,6848,NAMESPACE
87,10,57429,NEWS.md
87,12,5016,README.md
87,18,326,plotly.Rproj
88,0,299,.Rbuildignore
88,2,238,.gitignore
88,3,1356,.travis.yml
88,4,1387,CONDUCT.md
88,5,2534,CONTRIBUTING.md
88,6,2004,DESCRIPTION
88,7,42,LICENSE
88,8,1090,LICENSE.md
88,9,6848,NAMESPACE
88,10,57198,NEWS.md
88,12,5016,README.md
88,18,326,plotly.Rproj
89,0,299,.Rbuildignore
89,2,238,.gitignore
89,3,1356,.travis.yml
89,4,1387,CONDUCT.md
89,5,2534,CONTRIBUTING.md
89,6,2004,DESCRIPTION
89,7,42,LICENSE
89,8,1090,LICENSE.md
89,9,6848,NAMESPACE
89,10,57198,NEWS.md
89,12,5016,README.md
89,18,326,plotly.Rproj
90,0,299,.Rbuildignore
90,2,238,.gitignore
90,3,1356,.travis.yml
90,4,1387,CONDUCT.md
90,5,2534,CONTRIBUTING.md
90,6,2004,DESCRIPTION
90,7,42,LICENSE
90,8,1090,LICENSE.md
90,9,6848,NAMESPACE
90,10,57046,NEWS.md
90,12,5016,README.md
90,18,326,plotly.Rproj
91,0,299,.Rbuildignore
91,2,238,.gitignore
91,3,1356,.travis.yml
91,4,1387,CONDUCT.md
91,5,2534,CONTRIBUTING.md
91,6,2004,DESCRIPTION
91,7,42,LICENSE
91,8,1090,LICENSE.md
91,9,6848,NAMESPACE
91,10,57046,NEWS.md
91,12,5016,README.md
91,18,326,plotly.Rproj
92,0,299,.Rbuildignore
92,2,238,.gitignore
92,3,1356,.travis.yml
92,4,1387,CONDUCT.md
92,5,2534,CONTRIBUTING.md
92,6,2004,DESCRIPTION
92,7,42,LICENSE
92,8,1090,LICENSE.md
92,9,6848,NAMESPACE
92,10,57046,NEWS.md
92,12,5016,README.md
92,18,326,plotly.Rproj
93,0,299,.Rbuildignore
93,2,238,.gitignore
93,3,1356,.travis.yml
93,4,1387,CONDUCT.md
93,5,2534,CONTRIBUTING.md
93,6,2004,DESCRIPTION
93,7,42,LICENSE
93,8,1090,LICENSE.md
93,9,6848,NAMESPACE
93,10,57046,NEWS.md
93,12,5016,README.md
93,18,326,plotly.Rproj
94,0,299,.Rbuildignore
94,2,238,.gitignore
94,3,1356,.travis.yml
94,4,1387,CONDUCT.md
94,5,2534,CONTRIBUTING.md
94,6,2004,DESCRIPTION
94,7,42,LICENSE
94,8,1090,LICENSE.md
94,9,6848,NAMESPACE
94,10,57046,NEWS.md
94,12,5016,README.md
94,18,326,plotly.Rproj
95,0,299,.Rbuildignore
95,2,238,.gitignore
95,3,1356,.travis.yml
95,4,1387,CONDUCT.md
95,5,2534,CONTRIBUTING.md
95,6,2004,DESCRIPTION
95,7,42,LICENSE
95,8,1090,LICENSE.md
95,9,6848,NAMESPACE
95,10,56988,NEWS.md
95,12,5016,README.md
95,18,326,plotly.Rproj
96,0,299,.Rbuildignore
96,2,238,.gitignore
96,3,1356,.travis.yml
96,4,1387,CONDUCT.md
96,5,2534,CONTRIBUTING.md
96,6,1993,DESCRIPTION
96,7,42,LICENSE
96,8,1090,LICENSE.md
96,9,6848,NAMESPACE
96,10,56988,NEWS.md
96,12,5016,README.md
96,18,326,plotly.Rproj
97,0,299,.Rbuildignore
97,2,238,.gitignore
97,3,1356,.travis.yml
97,4,1387,CONDUCT.md
97,5,2534,CONTRIBUTING.md
97,6,1993,DESCRIPTION
97,7,42,LICENSE
97,8,1090,LICENSE.md
97,9,6848,NAMESPACE
97,10,56988,NEWS.md
97,12,5016,README.md
97,18,326,plotly.Rproj
98,0,299,.Rbuildignore
98,2,238,.gitignore
98,3,1356,.travis.yml
98,4,1387,CONDUCT.md
98,5,2534,CONTRIBUTING.md
98,6,1993,DESCRIPTION
98,7,42,LICENSE
98,8,1090,LICENSE.md
98,9,6833,NAMESPACE
98,10,56988,NEWS.md
98,12,5016,README.md
98,18,326,plotly.Rproj
99,0,299,.Rbuildignore
99,2,238,.gitignore
99,3,1356,.travis.yml
99,4,1387,CONDUCT.md
99,5,2534,CONTRIBUTING.md
99,6,1993,DESCRIPTION
99,7,42,LICENSE
99,8,1090,LICENSE.md
99,9,6833,NAMESPACE
99,10,56870,NEWS.md
99,12,5016,README.md
99,18,326,plotly.Rproj
100,0,299,.Rbuildignore
100,2,238,.gitignore
100,3,1356,.travis.yml
100,4,1387,CONDUCT.md
100,5,2534,CONTRIBUTING.md
100,6,1993,DESCRIPTION
100,7,42,LICENSE
100,8,1090,LICENSE.md
100,9,6833,NAMESPACE
100,10,56870,NEWS.md
100,12,5016,README.md
100,18,326,plotly.Rproj
101,0,299,.Rbuildignore
101,2,238,.gitignore
101,3,1356,.travis.yml
101,4,1387,CONDUCT.md
101,5,2534,CONTRIBUTING.md
101,6,1993,DESCRIPTION
101,7,42,LICENSE
101,8,1090,LICENSE.md
101,9,6833,NAMESPACE
101,10,56870,NEWS.md
101,12,5016,README.md
101,18,326,plotly.Rproj
102,0,299,.Rbuildignore
102,2,238,.gitignore
102,3,1356,.travis.yml
102,4,1387,CONDUCT.md
102,5,2534,CONTRIBUTING.md
102,6,1993,DESCRIPTION
102,7,42,LICENSE
102,8,1090,LICENSE.md
102,9,6833,NAMESPACE
102,10,56870,NEWS.md
102,12,5016,README.md
102,18,326,plotly.Rproj
103,0,299,.Rbuildignore
103,2,238,.gitignore
103,3,1356,.travis.yml
103,4,1387,CONDUCT.md
103,5,2534,CONTRIBUTING.md
103,6,1993,DESCRIPTION
103,7,42,LICENSE
103,8,1090,LICENSE.md
103,9,6833,NAMESPACE
103,10,56870,NEWS.md
103,12,5016,README.md
103,18,326,plotly.Rproj
104,0,299,.Rbuildignore
104,2,238,.gitignore
104,3,1356,.travis.yml
104,4,1387,CONDUCT.md
104,5,2534,CONTRIBUTING.md
104,6,1993,DESCRIPTION
104,7,42,LICENSE
104,8,1090,LICENSE.md
104,9,6833,NAMESPACE
104,10,56870,NEWS.md
104,12,5016,README.md
104,18,326,plotly.Rproj
105,0,299,.Rbuildignore
105,2,238,.gitignore
105,3,1356,.travis.yml
105,4,1387,CONDUCT.md
105,5,2534,CONTRIBUTING.md
105,6,1993,DESCRIPTION
105,7,42,LICENSE
105,8,1090,LICENSE.md
105,9,6833,NAMESPACE
105,10,56870,NEWS.md
105,12,5016,README.md
105,18,326,plotly.Rproj
106,0,299,.Rbuildignore
106,2,238,.gitignore
106,3,1356,.travis.yml
106,4,1387,CONDUCT.md
106,5,2534,CONTRIBUTING.md
106,6,1993,DESCRIPTION
106,7,42,LICENSE
106,8,1090,LICENSE.md
106,9,6833,NAMESPACE
106,10,56578,NEWS.md
106,12,5016,README.md
106,18,326,plotly.Rproj
107,0,299,.Rbuildignore
107,2,238,.gitignore
107,3,1356,.travis.yml
107,4,1387,CONDUCT.md
107,5,2534,CONTRIBUTING.md
107,6,1993,DESCRIPTION
107,7,42,LICENSE
107,8,1090,LICENSE.md
107,9,6833,NAMESPACE
107,10,56578,NEWS.md
107,12,5016,README.md
107,18,326,plotly.Rproj
108,0,299,.Rbuildignore
108,2,238,.gitignore
108,3,1356,.travis.yml
108,4,1387,CONDUCT.md
108,5,2534,CONTRIBUTING.md
108,6,1993,DESCRIPTION
108,7,42,LICENSE
108,8,1090,LICENSE.md
108,9,6833,NAMESPACE
108,10,56578,NEWS.md
108,12,5016,README.md
108,18,326,plotly.Rproj
109,0,299,.Rbuildignore
109,2,238,.gitignore
109,3,1356,.travis.yml
109,4,1387,CONDUCT.md
109,5,2534,CONTRIBUTING.md
109,6,1993,DESCRIPTION
109,7,42,LICENSE
109,8,1090,LICENSE.md
109,9,6833,NAMESPACE
109,10,56578,NEWS.md
109,12,5016,README.md
109,18,326,plotly.Rproj
110,0,299,.Rbuildignore
110,2,238,.gitignore
110,3,1356,.travis.yml
110,4,1387,CONDUCT.md
110,5,2534,CONTRIBUTING.md
110,6,1993,DESCRIPTION
110,7,42,LICENSE
110,8,1090,LICENSE.md
110,9,6833,NAMESPACE
110,10,56578,NEWS.md
110,12,5016,README.md
110,18,326,plotly.Rproj
111,0,299,.Rbuildignore
111,2,238,.gitignore
111,3,1356,.travis.yml
111,4,1387,CONDUCT.md
111,5,2534,CONTRIBUTING.md
111,6,1990,DESCRIPTION
111,7,42,LICENSE
111,8,1090,LICENSE.md
111,9,6833,NAMESPACE
111,10,56533,NEWS.md
111,12,5016,README.md
111,18,326,plotly.Rproj
112,0,299,.Rbuildignore
112,2,238,.gitignore
112,3,1356,.travis.yml
112,4,1387,CONDUCT.md
112,5,2534,CONTRIBUTING.md
112,6,1990,DESCRIPTION
112,7,42,LICENSE
112,8,1090,LICENSE.md
112,9,6833,NAMESPACE
112,10,56533,NEWS.md
112,12,5016,README.md
112,18,326,plotly.Rproj
113,0,299,.Rbuildignore
113,2,238,.gitignore
113,3,1356,.travis.yml
113,4,1387,CONDUCT.md
113,5,2534,CONTRIBUTING.md
113,6,1990,DESCRIPTION
113,7,42,LICENSE
113,8,1090,LICENSE.md
113,9,6833,NAMESPACE
113,10,56533,NEWS.md
113,12,5016,README.md
113,18,326,plotly.Rproj
114,0,299,.Rbuildignore
114,2,238,.gitignore
114,3,1356,.travis.yml
114,4,1387,CONDUCT.md
114,5,2534,CONTRIBUTING.md
114,6,1990,DESCRIPTION
114,7,42,LICENSE
114,8,1090,LICENSE.md
114,9,6833,NAMESPACE
114,10,56465,NEWS.md
114,12,5016,README.md
114,18,326,plotly.Rproj
115,0,299,.Rbuildignore
115,2,238,.gitignore
115,3,1356,.travis.yml
115,4,1387,CONDUCT.md
115,5,2534,CONTRIBUTING.md
115,6,1990,DESCRIPTION
115,7,42,LICENSE
115,8,1090,LICENSE.md
115,9,6833,NAMESPACE
115,10,56350,NEWS.md
115,12,5016,README.md
115,18,326,plotly.Rproj
116,0,299,.Rbuildignore
116,2,238,.gitignore
116,3,1356,.travis.yml
116,4,1387,CONDUCT.md
116,5,2534,CONTRIBUTING.md
116,6,1990,DESCRIPTION
116,7,42,LICENSE
116,8,1090,LICENSE.md
116,9,6833,NAMESPACE
116,10,56350,NEWS.md
116,12,5016,README.md
116,18,326,plotly.Rproj
117,0,299,.Rbuildignore
117,2,238,.gitignore
117,3,1356,.travis.yml
117,4,1387,CONDUCT.md
117,5,2534,CONTRIBUTING.md
117,6,1990,DESCRIPTION
117,7,42,LICENSE
117,8,1090,LICENSE.md
117,9,6833,NAMESPACE
117,10,56350,NEWS.md
117,12,5016,README.md
117,18,326,plotly.Rproj
118,0,299,.Rbuildignore
118,2,238,.gitignore
118,3,1356,.travis.yml
118,4,1387,CONDUCT.md
118,5,2534,CONTRIBUTING.md
118,6,1990,DESCRIPTION
118,7,42,LICENSE
118,8,1090,LICENSE.md
118,9,6833,NAMESPACE
118,10,56350,NEWS.md
118,12,5016,README.md
118,18,326,plotly.Rproj
119,0,299,.Rbuildignore
119,2,238,.gitignore
119,3,1356,.travis.yml
119,4,1387,CONDUCT.md
119,5,2534,CONTRIBUTING.md
119,6,1988,DESCRIPTION
119,7,42,LICENSE
119,8,1090,LICENSE.md
119,9,6833,NAMESPACE
119,10,55882,NEWS.md
119,12,5016,README.md
119,18,326,plotly.Rproj
120,0,299,.Rbuildignore
120,2,238,.gitignore
120,3,1356,.travis.yml
120,4,1387,CONDUCT.md
120,5,2534,CONTRIBUTING.md
120,6,1988,DESCRIPTION
120,7,42,LICENSE
120,8,1090,LICENSE.md
120,9,6833,NAMESPACE
120,10,55882,NEWS.md
120,12,5016,README.md
120,18,326,plotly.Rproj
121,0,299,.Rbuildignore
121,2,238,.gitignore
121,3,1356,.travis.yml
121,4,1387,CONDUCT.md
121,5,2534,CONTRIBUTING.md
121,6,1988,DESCRIPTION
121,7,42,LICENSE
121,8,1090,LICENSE.md
121,9,6833,NAMESPACE
121,10,55882,NEWS.md
121,12,5016,README.md
121,18,326,plotly.Rproj
122,0,299,.Rbuildignore
122,2,238,.gitignore
122,3,1356,.travis.yml
122,4,1387,CONDUCT.md
122,5,2534,CONTRIBUTING.md
122,6,1988,DESCRIPTION
122,7,42,LICENSE
122,8,1090,LICENSE.md
122,9,6833,NAMESPACE
122,10,55882,NEWS.md
122,12,5016,README.md
122,18,326,plotly.Rproj
123,0,299,.Rbuildignore
123,2,238,.gitignore
123,3,1356,.travis.yml
123,4,1387,CONDUCT.md
123,5,2534,CONTRIBUTING.md
123,6,1988,DESCRIPTION
123,7,42,LICENSE
123,8,1090,LICENSE.md
123,9,6833,NAMESPACE
123,10,55882,NEWS.md
123,12,5016,README.md
123,18,326,plotly.Rproj
124,0,299,.Rbuildignore
124,2,238,.gitignore
124,3,1356,.travis.yml
124,4,1387,CONDUCT.md
124,5,2534,CONTRIBUTING.md
124,6,1988,DESCRIPTION
124,7,42,LICENSE
124,8,1090,LICENSE.md
124,9,6833,NAMESPACE
124,10,55882,NEWS.md
124,12,5016,README.md
124,18,326,plotly.Rproj
125,0,299,.Rbuildignore
125,2,238,.gitignore
125,3,1356,.travis.yml
125,4,1387,CONDUCT.md
125,5,2534,CONTRIBUTING.md
125,6,1993,DESCRIPTION
125,7,42,LICENSE
125,8,1090,LICENSE.md
125,9,6833,NAMESPACE
125,10,55820,NEWS.md
125,12,5016,README.md
125,18,326,plotly.Rproj
126,0,299,.Rbuildignore
126,2,238,.gitignore
126,3,1356,.travis.yml
126,4,1387,CONDUCT.md
126,5,2534,CONTRIBUTING.md
126,6,1993,DESCRIPTION
126,7,42,LICENSE
126,8,1090,LICENSE.md
126,9,6833,NAMESPACE
126,10,55820,NEWS.md
126,12,5016,README.md
126,18,326,plotly.Rproj
127,0,299,.Rbuildignore
127,2,238,.gitignore
127,3,1356,.travis.yml
127,4,1387,CONDUCT.md
127,5,2534,CONTRIBUTING.md
127,6,1993,DESCRIPTION
127,7,42,LICENSE
127,8,1090,LICENSE.md
127,9,6833,NAMESPACE
127,10,55820,NEWS.md
127,12,5016,README.md
127,18,326,plotly.Rproj
128,0,299,.Rbuildignore
128,2,238,.gitignore
128,3,1356,.travis.yml
128,4,1387,CONDUCT.md
128,5,2534,CONTRIBUTING.md
128,6,1988,DESCRIPTION
128,7,42,LICENSE
128,8,1090,LICENSE.md
128,9,6815,NAMESPACE
128,10,55603,NEWS.md
128,12,5016,README.md
128,18,326,plotly.Rproj
129,0,299,.Rbuildignore
129,2,238,.gitignore
129,3,1356,.travis.yml
129,4,1387,CONDUCT.md
129,5,2534,CONTRIBUTING.md
129,6,1988,DESCRIPTION
129,7,42,LICENSE
129,8,1090,LICENSE.md
129,9,6815,NAMESPACE
129,10,55358,NEWS.md
129,12,5016,README.md
129,18,326,plotly.Rproj
130,0,299,.Rbuildignore
130,2,238,.gitignore
130,3,1356,.travis.yml
130,4,1387,CONDUCT.md
130,5,2534,CONTRIBUTING.md
130,6,1988,DESCRIPTION
130,7,42,LICENSE
130,8,1090,LICENSE.md
130,9,6815,NAMESPACE
130,10,55603,NEWS.md
130,12,5016,README.md
130,18,326,plotly.Rproj
131,0,299,.Rbuildignore
131,2,238,.gitignore
131,3,1356,.travis.yml
131,4,1387,CONDUCT.md
131,5,2534,CONTRIBUTING.md
131,6,1988,DESCRIPTION
131,7,42,LICENSE
131,8,1090,LICENSE.md
131,9,6815,NAMESPACE
131,10,55603,NEWS.md
131,12,5016,README.md
131,18,326,plotly.Rproj
132,0,299,.Rbuildignore
132,2,238,.gitignore
132,3,1356,.travis.yml
132,4,1387,CONDUCT.md
132,5,2534,CONTRIBUTING.md
132,6,1988,DESCRIPTION
132,7,42,LICENSE
132,8,1090,LICENSE.md
132,9,6815,NAMESPACE
132,10,55603,NEWS.md
132,12,5016,README.md
132,18,326,plotly.Rproj
133,0,299,.Rbuildignore
133,2,238,.gitignore
133,3,1356,.travis.yml
133,4,1387,CONDUCT.md
133,5,2534,CONTRIBUTING.md
133,6,1988,DESCRIPTION
133,7,42,LICENSE
133,8,1090,LICENSE.md
133,9,6815,NAMESPACE
133,10,55603,NEWS.md
133,12,5016,README.md
133,18,326,plotly.Rproj
134,0,299,.Rbuildignore
134,2,238,.gitignore
134,3,1356,.travis.yml
134,4,1387,CONDUCT.md
134,5,2534,CONTRIBUTING.md
134,6,1988,DESCRIPTION
134,7,42,LICENSE
134,8,1090,LICENSE.md
134,9,6815,NAMESPACE
134,10,55603,NEWS.md
134,12,5016,README.md
134,18,326,plotly.Rproj
135,0,299,.Rbuildignore
135,2,238,.gitignore
135,3,1356,.travis.yml
135,4,1387,CONDUCT.md
135,5,2534,CONTRIBUTING.md
135,6,1988,DESCRIPTION
135,7,42,LICENSE
135,8,1090,LICENSE.md
135,9,6815,NAMESPACE
135,10,55358,NEWS.md
135,12,5016,README.md
135,18,326,plotly.Rproj
136,0,299,.Rbuildignore
136,2,238,.gitignore
136,3,1356,.travis.yml
136,4,1387,CONDUCT.md
136,5,2534,CONTRIBUTING.md
136,6,1988,DESCRIPTION
136,7,42,LICENSE
136,8,1090,LICENSE.md
136,9,6815,NAMESPACE
136,10,55208,NEWS.md
136,12,5016,README.md
136,18,326,plotly.Rproj
137,0,299,.Rbuildignore
137,2,238,.gitignore
137,3,1356,.travis.yml
137,4,1387,CONDUCT.md
137,5,2534,CONTRIBUTING.md
137,6,1988,DESCRIPTION
137,7,42,LICENSE
137,8,1090,LICENSE.md
137,9,6815,NAMESPACE
137,10,55208,NEWS.md
137,12,5016,README.md
137,18,326,plotly.Rproj
138,0,299,.Rbuildignore
138,2,238,.gitignore
138,3,1356,.travis.yml
138,4,1387,CONDUCT.md
138,5,2534,CONTRIBUTING.md
138,6,1988,DESCRIPTION
138,7,42,LICENSE
138,8,1090,LICENSE.md
138,9,6815,NAMESPACE
138,10,55208,NEWS.md
138,12,5016,README.md
138,18,326,plotly.Rproj
139,0,299,.Rbuildignore
139,2,238,.gitignore
139,3,1356,.travis.yml
139,4,1387,CONDUCT.md
139,5,2534,CONTRIBUTING.md
139,6,1988,DESCRIPTION
139,7,42,LICENSE
139,8,1090,LICENSE.md
139,9,6815,NAMESPACE
139,10,55208,NEWS.md
139,12,5016,README.md
139,18,326,plotly.Rproj
140,0,299,.Rbuildignore
140,2,238,.gitignore
140,3,1356,.travis.yml
140,4,1387,CONDUCT.md
140,5,2534,CONTRIBUTING.md
140,6,1988,DESCRIPTION
140,7,42,LICENSE
140,8,1090,LICENSE.md
140,9,6815,NAMESPACE
140,10,55208,NEWS.md
140,12,5016,README.md
140,18,326,plotly.Rproj
141,0,299,.Rbuildignore
141,2,238,.gitignore
141,3,1356,.travis.yml
141,4,1387,CONDUCT.md
141,5,2534,CONTRIBUTING.md
141,6,1988,DESCRIPTION
141,7,42,LICENSE
141,8,1090,LICENSE.md
141,9,6815,NAMESPACE
141,10,55208,NEWS.md
141,12,5016,README.md
141,18,326,plotly.Rproj
142,0,299,.Rbuildignore
142,2,238,.gitignore
142,3,1356,.travis.yml
142,4,1387,CONDUCT.md
142,5,2534,CONTRIBUTING.md
142,6,1988,DESCRIPTION
142,7,42,LICENSE
142,8,1090,LICENSE.md
142,9,6815,NAMESPACE
142,10,55208,NEWS.md
142,12,5016,README.md
142,18,326,plotly.Rproj
143,0,299,.Rbuildignore
143,2,238,.gitignore
143,3,1356,.travis.yml
143,4,1387,CONDUCT.md
143,5,2534,CONTRIBUTING.md
143,6,1988,DESCRIPTION
143,7,42,LICENSE
143,8,1090,LICENSE.md
143,9,6815,NAMESPACE
143,10,55208,NEWS.md
143,12,5016,README.md
143,18,326,plotly.Rproj
144,0,299,.Rbuildignore
144,2,238,.gitignore
144,3,1356,.travis.yml
144,4,1387,CONDUCT.md
144,5,2534,CONTRIBUTING.md
144,6,1988,DESCRIPTION
144,7,42,LICENSE
144,8,1090,LICENSE.md
144,9,6815,NAMESPACE
144,10,55208,NEWS.md
144,12,5016,README.md
144,18,326,plotly.Rproj
145,0,299,.Rbuildignore
145,2,238,.gitignore
145,3,1356,.travis.yml
145,4,1387,CONDUCT.md
145,5,2534,CONTRIBUTING.md
145,6,1993,DESCRIPTION
145,7,42,LICENSE
145,8,1090,LICENSE.md
145,9,6815,NAMESPACE
145,10,55213,NEWS.md
145,12,5016,README.md
145,18,326,plotly.Rproj
146,0,299,.Rbuildignore
146,2,238,.gitignore
146,3,1356,.travis.yml
146,4,1387,CONDUCT.md
146,5,2534,CONTRIBUTING.md
146,6,1993,DESCRIPTION
146,7,42,LICENSE
146,8,1090,LICENSE.md
146,9,6815,NAMESPACE
146,10,55213,NEWS.md
146,12,5016,README.md
146,18,326,plotly.Rproj
147,0,299,.Rbuildignore
147,2,238,.gitignore
147,3,1356,.travis.yml
147,4,1387,CONDUCT.md
147,5,2534,CONTRIBUTING.md
147,6,1993,DESCRIPTION
147,7,42,LICENSE
147,8,1090,LICENSE.md
147,9,6815,NAMESPACE
147,10,55213,NEWS.md
147,12,5016,README.md
147,18,326,plotly.Rproj
148,0,299,.Rbuildignore
148,2,238,.gitignore
148,3,1356,.travis.yml
148,4,1387,CONDUCT.md
148,5,2534,CONTRIBUTING.md
148,6,1993,DESCRIPTION
148,7,42,LICENSE
148,8,1090,LICENSE.md
148,9,6815,NAMESPACE
148,10,55213,NEWS.md
148,12,5013,README.md
148,18,326,plotly.Rproj
149,0,299,.Rbuildignore
149,2,238,.gitignore
149,3,1356,.travis.yml
149,4,1387,CONDUCT.md
149,5,2534,CONTRIBUTING.md
149,6,1993,DESCRIPTION
149,7,42,LICENSE
149,8,1090,LICENSE.md
149,9,6815,NAMESPACE
149,10,55213,NEWS.md
149,12,5013,README.md
149,18,326,plotly.Rproj
150,0,299,.Rbuildignore
150,2,238,.gitignore
150,3,1356,.travis.yml
150,4,1387,CONDUCT.md
150,5,2534,CONTRIBUTING.md
150,6,1993,DESCRIPTION
150,7,42,LICENSE
150,8,1090,LICENSE.md
150,9,6815,NAMESPACE
150,10,55213,NEWS.md
150,12,5013,README.md
150,18,326,plotly.Rproj
151,0,299,.Rbuildignore
151,2,238,.gitignore
151,3,1356,.travis.yml
151,4,1387,CONDUCT.md
151,5,2534,CONTRIBUTING.md
151,6,1993,DESCRIPTION
151,7,42,LICENSE
151,8,1090,LICENSE.md
151,9,6815,NAMESPACE
151,10,55213,NEWS.md
151,12,5013,README.md
151,18,326,plotly.Rproj
152,0,299,.Rbuildignore
152,2,238,.gitignore
152,3,1356,.travis.yml
152,4,1387,CONDUCT.md
152,5,2534,CONTRIBUTING.md
152,6,1993,DESCRIPTION
152,7,42,LICENSE
152,8,1090,LICENSE.md
152,9,6815,NAMESPACE
152,10,55213,NEWS.md
152,12,5013,README.md
152,18,326,plotly.Rproj
153,0,299,.Rbuildignore
153,2,238,.gitignore
153,3,1356,.travis.yml
153,4,1387,CONDUCT.md
153,5,2534,CONTRIBUTING.md
153,6,1993,DESCRIPTION
153,7,42,LICENSE
153,8,1090,LICENSE.md
153,9,6815,NAMESPACE
153,10,55213,NEWS.md
153,12,5013,README.md
153,18,326,plotly.Rproj
154,0,299,.Rbuildignore
154,2,238,.gitignore
154,3,1356,.travis.yml
154,4,1387,CONDUCT.md
154,5,2534,CONTRIBUTING.md
154,6,1993,DESCRIPTION
154,7,42,LICENSE
154,8,1090,LICENSE.md
154,9,6815,NAMESPACE
154,10,55213,NEWS.md
154,12,5013,README.md
154,18,326,plotly.Rproj
155,0,299,.Rbuildignore
155,2,238,.gitignore
155,3,1356,.travis.yml
155,4,1387,CONDUCT.md
155,5,2534,CONTRIBUTING.md
155,6,1993,DESCRIPTION
155,7,42,LICENSE
155,8,1090,LICENSE.md
155,9,6815,NAMESPACE
155,10,55119,NEWS.md
155,12,5013,README.md
155,18,326,plotly.Rproj
156,0,299,.Rbuildignore
156,2,238,.gitignore
156,3,1356,.travis.yml
156,4,1387,CONDUCT.md
156,5,2534,CONTRIBUTING.md
156,6,1993,DESCRIPTION
156,7,42,LICENSE
156,8,1090,LICENSE.md
156,9,6815,NAMESPACE
156,10,55119,NEWS.md
156,12,5013,README.md
156,18,326,plotly.Rproj
157,0,299,.Rbuildignore
157,2,238,.gitignore
157,3,1356,.travis.yml
157,4,1387,CONDUCT.md
157,5,2534,CONTRIBUTING.md
157,6,1993,DESCRIPTION
157,7,42,LICENSE
157,8,1090,LICENSE.md
157,9,6815,NAMESPACE
157,10,55119,NEWS.md
157,12,5013,README.md
157,18,326,plotly.Rproj
158,0,299,.Rbuildignore
158,2,238,.gitignore
158,3,1356,.travis.yml
158,4,1387,CONDUCT.md
158,5,2534,CONTRIBUTING.md
158,6,1993,DESCRIPTION
158,7,42,LICENSE
158,8,1090,LICENSE.md
158,9,6815,NAMESPACE
158,10,55119,NEWS.md
158,12,5013,README.md
158,18,326,plotly.Rproj
159,0,299,.Rbuildignore
159,2,238,.gitignore
159,3,1538,.travis.yml
159,4,1387,CONDUCT.md
159,5,2534,CONTRIBUTING.md
159,6,1993,DESCRIPTION
159,7,42,LICENSE
159,8,1090,LICENSE.md
159,9,6815,NAMESPACE
159,10,55119,NEWS.md
159,12,5013,README.md
159,18,326,plotly.Rproj
160,0,299,.Rbuildignore
160,2,238,.gitignore
160,3,1538,.travis.yml
160,4,1387,CONDUCT.md
160,5,2534,CONTRIBUTING.md
160,6,1993,DESCRIPTION
160,7,42,LICENSE
160,8,1090,LICENSE.md
160,9,6815,NAMESPACE
160,10,55119,NEWS.md
160,12,5013,README.md
160,18,326,plotly.Rproj
161,0,299,.Rbuildignore
161,2,238,.gitignore
161,3,1538,.travis.yml
161,4,1387,CONDUCT.md
161,5,2534,CONTRIBUTING.md
161,6,1993,DESCRIPTION
161,7,42,LICENSE
161,8,1090,LICENSE.md
161,9,6815,NAMESPACE
161,10,55119,NEWS.md
161,12,5013,README.md
161,18,326,plotly.Rproj
162,0,299,.Rbuildignore
162,2,238,.gitignore
162,3,1538,.travis.yml
162,4,1387,CONDUCT.md
162,5,2534,CONTRIBUTING.md
162,6,1993,DESCRIPTION
162,7,42,LICENSE
162,8,1090,LICENSE.md
162,9,6815,NAMESPACE
162,10,55119,NEWS.md
162,12,5013,README.md
162,18,326,plotly.Rproj
163,0,299,.Rbuildignore
163,2,238,.gitignore
163,3,1538,.travis.yml
163,4,1387,CONDUCT.md
163,5,2534,CONTRIBUTING.md
163,6,1993,DESCRIPTION
163,7,42,LICENSE
163,8,1090,LICENSE.md
